comp_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
ENSG00000133627,0.5642,0.2999,0.2064,0.583,0.3316,0.2083,0.343,0.2649,0.2231,0.5608,0.3728,0.3596,0.2836,0.8269,1.7406,0.7755,0.6042,0.2951,0.3219,0.3447,0.3028,0.3927,0.5174,0.3124,0.2886,0.3484,0.4355,0.5876,0.8319,0.4843,0.5902,0.4314,0.8842,0.399,0.5409,0.4057,0.6613,0.7773,0.5287,1.1284,0.5682,0.9039
ENSG00000224051,0.2918,0.3463,0.2253,0.7212,0.3331,0.4447,0.2968,0.3994,1.1992,0.3197,0.1947,0.5758,0.3574,0.3835,0.8322,0.4549,0.9303,0.6006,0.9256,0.7346,0.3,0.3335,0.2206,0.1775,0.2347,0.5132,0.4367,1.1041,0.4423,0.549,0.4115,0.3632,0.4286,0.8475,0.4838,0.4118,0.5548,0.4349,0.4932,1.4127,1.8099,0.8774
ENSG00000079313,0.3226,0.353,0.2653,0.9322,0.3366,0.6125,0.4631,0.5316,0.4846,0.8578,0.3871,0.9991,0.3763,0.6158,0.5875,0.4496,1.0125,0.8099,0.2649,0.6042,1.0101,0.7171,0.6584,0.4337,0.5914,1.1569,1.0602,1.0726,0.5226,0.2783,0.3706,0.3203,0.4008,0.3286,0.3327,0.3906,0.2103,0.4351,0.67,0.2427,0.7737,0.6253
ENSG00000113441,0.4315,0.2131,0.4462,0.4418,0.4202,0.3125,0.2555,0.549,0.4685,0.5279,0.4309,0.6851,0.6073,0.4446,0.2521,0.24,0.4697,0.3962,1.2631,0.4357,0.5102,0.5429,0.4192,0.476,0.3294,0.3984,0.3695,0.8073,0.9943,0.7696,0.5956,0.3305,0.4443,0.4502,0.3795,0.5954,0.5042,0.2188,0.527,0.4214,0.3779,0.1073
ENSG00000204237,0.5597,0.2406,0.1266,0.5745,0.3875,0.4264,0.1702,0.4315,0.4989,0.5603,0.3466,0.4819,0.4872,0.6106,0.3012,0.3431,1.2581,0.9336,0.3415,0.3471,0.3371,0.4798,0.3483,0.3907,0.7172,0.702,0.3148,0.5614,0.3296,0.7247,0.4263,0.4286,0.3976,0.5717,0.5379,0.7617,0.6332,0.2457,0.2896,0.4238,0.4815,0.9087
ENSG00000047315,0.3751,0.2478,0.1737,0.558,0.6382,0.3972,0.5074,0.4883,0.7146,0.4569,0.4335,0.4373,0.3114,0.1751,0.1443,0.4079,3.5368,2.5242,0.9007,0.7219,0.8343,0.2322,0.4471,0.3031,0.4761,0.1906,0.7768,0.1601,0.5273,0.723,0.1612,0.5934,0.2508,0.4017,0.3505,0.3275,0.4431,0.7079,0.7082,0.4851,0.4024,0.2503
ENSG00000165868,0.7162,1.1656,0.8398,0.5874,0.5293,0.3328,0.5647,0.409,1.0891,0.4787,0.4129,0.5625,0.2629,0.7145,0.3507,0.5123,0.3812,0.6082,0.4637,0.2374,0.4525,0.6571,0.3957,0.228,0.0779,0.2176,0.4927,0.7291,0.716,0.5449,0.5413,0.4394,0.4523,0.6135,1.1734,0.9196,0.3973,0.3106,0.7303,0.7764,0.4894,0.4406
ENSG00000204590,0.2534,0.4317,0.3691,0.8732,0.3586,0.4287,0.8893,0.5831,0.5017,0.614,0.5096,0.62,0.3718,0.4395,0.2985,0.4497,0.983,1.0036,1.2423,0.6496,0.892,0.3151,0.3066,0.2145,0.4677,0.3216,0.7375,0.6921,0.1727,0.5586,0.3681,0.2424,0.4463,0.3298,0.6473,0.6247,0.721,0.4646,0.2579,0.4556,0.5421,0.7738
ENSG00000182022,0.0922,0.3386,0.185,0.7313,0.5276,0.4989,0.5103,0.3184,0.4666,0.8303,1.0098,1.339,1.046,0.6918,0.3696,0.7167,0.7425,0.2207,0.7892,1.0023,0.8065,0.6873,0.5373,0.5902,0.4601,0.6262,0.5345,0.6453,0.7785,1.0601,0.451,0.4004,0.3575,0.4761,0.079,0.2804,0.7974,0.4366,0.3232,0.1185,0.3593,0.3442
ENSG00000085563,0.5786,0.3521,0.2858,1.097,0.4399,0.5243,0.4473,0.4213,0.5425,0.4641,0.7822,0.8624,0.1909,0.4584,0.3101,0.2861,0.3991,0.8273,0.6654,0.7983,0.615,0.632,0.1868,0.7198,0.5245,0.7464,0.6783,0.4548,0.3243,1.1283,0.8205,0.3986,0.2787,0.6098,0.2932,0.4551,0.6183,0.3485,0.5579,0.2183,0.4206,0.5502
ENSG00000236287,0.0973,0.285,0.352,0.5946,0.3538,0.2604,0.1619,0.7564,0.3218,0.4275,0.5812,0.7283,0.3673,0.5181,0.4218,0.2277,0.145,0.9307,0.7828,0.5301,0.3439,0.3226,0.3927,0.2992,0.2078,1.054,0.7334,0.2439,0.4817,0.6651,0.8062,0.3951,0.4841,0.2636,0.4576,0.4628,0.5106,0.9456,0.6365,0.8472,0.4689,0.7709
ENSG00000206562,0.5243,0.3045,0.275,0.6337,0.4618,0.2934,0.3849,0.3843,0.4835,0.7439,0.4009,0.5637,0.3189,0.6127,0.5972,0.5176,1.4031,0.673,0.389,0.2033,0.5861,0.4205,0.5915,0.4383,0.7225,0.3317,0.2472,0.3891,1.1,0.5969,0.7936,0.7774,0.6529,0.5427,0.663,0.1941,0.4742,0.514,0.195,0.3415,0.5572,0.5674
ENSG00000065150,0.2646,0.2175,0.1966,0.8004,0.458,0.4305,0.2828,0.1594,0.4729,0.4438,0.2789,0.8313,0.3572,0.3917,0.5773,0.2994,1.2276,1.5621,0.8361,0.9146,0.4204,0.8535,0.8255,0.6884,0.7974,0.751,0.8525,0.1693,0.5639,0.2855,0.6442,0.4226,0.3497,0.2643,0.3151,0.4235,0.5303,0.5104,0.6799,0.3415,0.4707,0.5976
ENSG00000214765,0.3235,0.4398,0.3205,0.284,0.4217,0.2699,0.5909,0.508,0.4173,0.3608,0.4239,0.3101,0.6512,0.3591,0.2123,0.1242,0.6839,0.9616,0.5625,0.5083,0.4159,0.2794,0.3186,0.4471,0.5763,0.8676,0.5649,0.826,0.7398,0.7177,0.729,0.8834,0.5336,0.4716,0.3393,0.833,0.3948,0.6033,0.3,0.1685,0.4272,1.2854
ENSG00000181690,0.2648,0.3792,0.327,0.8131,0.347,0.4792,0.3153,0.4569,0.3339,0.4943,0.8489,0.9668,0.6381,0.5922,0.6819,0.7512,0.627,0.7813,0.5543,0.4023,0.4457,0.4566,0.2781,0.3387,0.3537,0.8074,0.7623,0.3851,0.2465,0.5222,0.3454,0.4609,0.2366,0.5995,0.5792,0.3616,0.5824,0.8359,0.3832,0.5174,0.4759,0.2216
ENSG00000163251,0.2964,0.3097,0.47,0.6702,0.6633,0.7376,0.9738,0.5431,0.3917,0.6278,0.3084,0.6003,0.5884,0.6065,0.4567,0.5833,1.6854,1.5188,0.8023,0.855,1.1977,0.0757,0.2086,0.46,0.9155,0.9058,0.9519,0.547,1.3367,0.6099,0.4849,0.7721,0.5728,0.2603,0.1257,0.3756,0.2948,0.2376,0.474,0.5518,0.5852,0.2586
ENSG00000102753,0.4023,0.1983,0.1306,0.5129,0.2086,0.6738,0.5533,0.2464,0.2607,0.4356,0.327,0.6307,0.4284,0.3256,0.4555,0.4071,0.9286,0.3694,0.7629,0.6313,0.4629,0.5211,0.3323,0.6705,0.5747,1.0702,1.1856,0.9894,1.9693,0.4743,0.4095,0.3138,0.3342,0.6341,0.4409,0.3415,0.1899,0.4488,0.2654,0.3428,0.3344,0.4506
ENSG00000125629,0.3208,0.1629,0.3226,0.8264,0.4611,0.5202,0.4809,0.4424,0.3715,0.5063,0.552,0.2906,0.5104,0.706,0.3706,0.3074,0.7919,0.2642,0.5083,0.5429,0.5032,0.9538,0.4948,0.7688,0.5512,0.4932,0.3152,0.5209,0.4923,0.4015,0.3072,0.6732,0.929,0.452,0.4009,0.4526,0.5218,0.7062,0.8918,0.8062,0.5512,0.5496
ENSG00000105339,0.5921,0.2095,0.3823,0.8873,0.4005,0.5578,0.6413,0.7122,0.4428,0.6279,0.265,0.6449,0.6472,0.4602,0.4804,0.1853,0.9989,0.8272,0.2961,0.7489,0.4277,0.3436,0.5204,0.4406,1.119,0.8007,0.8696,0.101,0.4412,0.5065,0.7682,0.6128,0.4242,0.4501,0.3564,0.485,0.6523,0.7733,0.8268,0.2346,0.3978,0.9985
ENSG00000100815,0.8654,0.1147,0.2312,1.0957,0.1574,0.5381,0.6684,0.4446,0.4626,0.818,0.7523,0.5392,0.6473,0.5574,0.421,0.4524,0.5192,0.8066,0.2153,0.5994,0.4696,0.2604,0.1872,0.3571,0.5209,0.4316,0.6408,0.449,0.4204,0.9609,0.3215,0.8392,0.6822,0.5466,0.4154,0.308,0.8359,0.5284,0.4956,0.2101,0.4134,0.1182
ENSG00000265354,0.2642,0.3607,0.2885,0.6452,0.5311,0.4556,0.5118,0.6658,0.3793,0.5756,0.6794,0.8283,0.3703,0.5926,0.5836,0.5913,0.3441,0.6227,0.6325,0.6484,0.1578,0.4805,0.6051,0.247,0.2339,0.645,0.2867,0.2785,0.6698,0.6199,0.7396,0.6247,0.4729,0.7377,0.4777,0.5306,0.4205,0.1783,0.9054,1.0795,1.0297,0.6451
ENSG00000152795,0.2761,0.2717,0.2719,0.4917,0.7313,0.426,0.1965,0.4049,0.6212,0.7229,0.2759,0.6333,0.5127,0.2623,0.4141,0.9106,1.8044,1.613,1.5208,5.6409,4.681,0.6805,0.6551,0.1199,0.9711,0.6176,0.4566,0.9103,0.2445,0.3091,0.3499,0.7663,0.474,0.5225,0.3912,0.219,0.3704,0.5177,0.6251,0.4844,0.2644,0.4641
ENSG00000145919,0.2172,0.2941,0.1866,0.4011,0.3975,0.5883,0.3633,0.1263,0.1876,0.6588,0.842,0.8998,0.6053,0.6911,0.9663,0.5907,0.659,0.1796,0.22,0.3716,0.4801,0.5179,0.4319,0.3739,0.3463,0.7136,0.4357,0.447,0.4155,1.4361,0.5417,0.6544,0.4991,0.8366,0.7389,0.4332,0.4476,0.3851,0.8584,0.743,0.4775,0.2946
ENSG00000182831,0.2306,0.3399,0.2976,0.6628,0.4909,0.7189,0.6012,0.5356,0.6118,0.5177,1.1214,0.7688,0.2763,0.7223,0.5718,0.817,1.6138,1.4196,1.2087,1.0648,1.4106,0.6178,0.3391,0.3416,0.3465,0.3202,0.1744,0.433,0.8927,0.6449,0.1987,0.8923,0.4302,0.6001,0.3398,0.7102,0.9602,0.7878,0.1825,0.3686,0.2557,0.665
ENSG00000130382,0.5198,0.1574,0.3497,0.5267,0.4012,0.5085,0.2049,0.7552,0.7527,0.8348,0.4392,0.8861,1.0093,0.4304,0.5333,0.7017,0.8156,0.9631,0.2636,0.4304,0.2618,0.385,0.5481,0.3927,0.4507,0.9965,0.8407,0.7701,0.1149,0.3611,0.6133,0.3201,0.3286,0.5545,0.4068,0.4328,0.6807,0.6583,0.9664,0.2623,0.1796,0.1871
ENSG00000143320,0.4677,0.2794,0.3677,0.5122,0.1974,0.2918,0.2848,0.2272,0.3987,0.4226,0.5744,0.6648,0.76,0.2321,0.2363,0.1941,0.2954,0.2055,0.2851,0.6657,0.4761,0.3413,0.5002,0.4909,0.4001,0.3584,0.5525,0.4536,0.6058,0.6117,1.2031,0.7364,0.4621,0.893,0.5669,0.2676,0.497,0.4528,0.6379,1.4056,0.497,0.9555
ENSG00000184208,0.4443,0.2124,0.0823,0.9416,0.2798,0.3969,0.5553,0.2505,0.213,0.3546,0.4031,0.5357,0.683,0.5436,0.3199,0.4966,0.1378,0.6524,0.6772,0.5651,0.5619,0.4373,0.4625,0.5723,0.6804,1.0273,0.4471,0.3593,1.2061,0.1799,0.6304,0.4489,0.4043,0.5297,0.1602,0.3976,0.363,0.2965,0.4256,0.4978,0.4476,0.4732
ENSG00000181924,0.3979,0.1284,0.2477,0.8488,0.4514,0.2693,0.8199,0.5858,0.1962,0.409,0.7462,0.7484,0.4309,0.7503,0.3214,0.4398,0.3378,0.5641,0.9668,0.8423,0.7867,0.5034,0.1747,0.7526,0.7312,0.8522,1.0082,0.6984,0.4015,0.6563,0.578,0.3509,0.2701,0.6216,0.5026,0.5576,0.5235,0.397,0.2389,0.8734,0.7084,0.5682
ENSG00000111775,0.244,0.3296,0.1673,0.228,0.4506,0.5117,0.6993,0.5621,0.6394,0.562,0.2494,0.7674,0.6298,0.3555,0.3981,0.4649,0.727,0.9582,0.7995,0.8663,0.9384,0.5731,0.6467,0.714,0.7727,0.8841,0.7995,0.2064,0.6571,1.03,0.5461,0.7017,0.4299,0.8261,0.0533,0.4028,0.4602,0.4116,0.3616,0.4777,0.7757,0.4771
ENSG00000149100,0.2809,0.2787,0.1652,0.5232,0.7155,0.7938,0.5237,0.4844,0.492,0.5395,0.5047,0.6555,0.4333,0.4353,0.3874,0.6136,0.6679,0.2221,0.3936,0.5625,0.1799,0.7721,0.3961,0.3733,0.491,0.5897,0.2968,0.4935,0.6098,0.485,1.1018,1.3301,0.378,0.6437,0.5931,0.3065,0.6955,0.5605,0.3227,0.5563,0.0969,0.3033
ENSG00000003393,0.2682,0.421,0.3552,0.4547,0.4653,0.5493,0.4099,0.4175,0.6637,0.9919,0.5982,0.3576,0.2411,0.1725,0.5649,0.4674,0.4268,0.431,0.4001,0.4666,0.1633,0.3562,0.1785,0.1399,0.7094,0.8045,0.433,0.2432,0.6738,0.3135,0.5438,0.449,0.7337,0.7092,0.22,0.5606,0.6903,0.4065,0.4687,0.6104,0.8382,0.8062
ENSG00000169410,0.1419,0.1781,0.6021,0.7117,0.6982,0.2855,0.2302,0.2658,0.2385,0.2706,0.3977,0.7681,0.8331,0.6333,0.1606,0.4162,0.6629,0.5138,0.5339,1.1057,0.313,0.4396,0.2428,0.2453,0.4699,0.6482,0.4637,0.9102,0.3497,0.4795,0.961,0.5868,0.3965,0.5491,0.4573,0.3443,0.4208,0.3937,0.3673,0.4852,0.4825,1.2141
ENSG00000198496,0.417,0.5409,0.2327,0.6516,0.535,0.2293,0.3388,0.2315,0.3256,0.3973,0.2193,0.7214,0.4461,0.1793,0.3917,0.7757,0.8736,0.7006,0.4933,0.2604,0.3532,0.2103,0.3615,0.2539,0.7149,0.9431,0.8162,0.6837,0.5434,0.2694,0.3816,0.5615,0.3722,0.4563,0.2907,0.5398,0.2439,0.2298,0.6164,0.718,0.7537,1.0425
ENSG00000164237,0.0423,0.0429,0.0052,0.0033,0.0413,0.0454,0.0436,0.0492,0.0432,0.0459,0.0497,0.0487,0.0439,0.0446,0.0453,0.0455,0.0484,0.0417,0.0439,0.0458,0.0443,0.043,0.0467,0.0489,0.0503,0.0474,0.0484,0.039,0.0396,0.0399,0.0454,0.0476,0.0417,0.0464,0.0411,0.0423,0.0449,0.0511,0.0399,0.0473,0.0457,0.0508
ENSG00000134690,0.2004,0.2018,0.4955,0.6391,0.6588,0.9193,1.6205,0.6131,0.3516,0.5761,0.878,0.5238,0.5692,0.5875,0.5619,0.8266,1.2135,0.6365,0.6452,0.7028,0.1894,0.5255,0.4001,0.5549,0.5526,0.838,0.673,0.3255,0.9215,0.7867,0.7645,0.2645,0.8398,0.2855,0.3037,0.2741,0.1388,0.8297,0.6114,0.3422,0.3725,0.5865
ENSG00000131669,0.4263,0.4114,0.3235,0.3474,0.7126,0.6898,0.5196,0.3635,0.2799,0.5867,0.6157,0.2056,0.3371,0.1793,0.2466,0.204,0.944,0.4531,1.012,0.7369,0.6434,0.4788,0.4993,0.3615,0.6636,0.7868,0.5641,0.6296,0.5411,0.3718,1.0577,0.3182,0.5286,0.5238,0.8117,0.6478,0.4254,0.4127,0.7377,0.6117,0.6902,0.8856
ENSG00000115267,0.2427,0.197,0.2212,0.9007,0.2918,0.6822,0.2785,0.8986,0.3239,0.5337,0.4834,0.852,0.4265,0.5235,0.2482,0.5936,0.1507,0.5804,0.5343,0.3665,0.264,0.5332,0.7215,0.2765,0.4075,0.3528,0.1268,0.3365,0.184,0.69,0.4249,0.5241,0.5866,0.4839,0.3963,0.5679,0.2874,0.3638,0.5677,0.262,0.5853,0.6192
ENSG00000146072,0.2649,0.1858,0.2583,0.8376,0.4545,0.2802,0.3061,0.374,0.468,0.6524,0.5258,0.8023,0.7077,0.3947,0.7461,0.7616,2.4599,0.9721,1.042,1.1504,0.9772,0.1702,0.5523,0.6383,0.5175,0.8989,0.5101,0.3333,1.0487,0.8721,0.444,0.5488,0.5973,0.6262,0.3271,0.4189,0.5012,0.1418,0.582,0.3375,0.1909,0.1944
ENSG00000166562,0.3624,0.1342,0.1957,0.5013,0.7701,0.2367,0.3748,0.4093,0.4466,0.2922,0.1594,0.8254,0.631,0.5295,0.5125,0.3853,1.8071,1.3003,0.9419,0.7797,1.1401,0.5232,0.4444,0.3855,1.0871,1.0653,0.7242,0.3545,0.7374,0.8008,0.2094,0.9492,0.418,0.8497,0.6682,0.381,0.2664,0.3986,0.5141,0.8289,0.4649,0.3653
ENSG00000117153,0.3041,0.2079,0.286,0.5471,0.5859,0.5149,0.6274,0.2324,0.1923,0.5277,0.269,0.5369,0.6654,0.4395,0.5914,0.109,0.7426,1.0188,0.6277,0.4791,0.3386,0.1577,0.8447,0.2521,0.2146,0.7574,0.7196,0.9278,0.7238,0.7306,0.6667,0.1148,0.2232,0.4519,0.3084,0.4012,0.5557,0.2425,0.345,0.8704,0.3021,0.2495
ENSG00000137831,0.4915,0.1187,0.0442,0.7848,0.4274,0.2783,0.3569,0.4302,0.5974,0.4984,0.4682,0.5374,0.6122,0.5701,0.7457,0.6262,0.6538,0.2994,0.439,0.5238,0.6282,0.401,0.5512,0.4257,0.6336,0.4719,0.2952,0.4733,0.2234,0.5092,0.1921,0.6623,0.678,0.6181,0.4419,0.4494,0.3281,0.5063,0.5625,0.3753,0.4912,0.3483
ENSG00000182389,0.0385,0.0493,0.0052,0.0012,0.0438,0.0407,0.0483,0.0453,0.0505,0.047,0.0485,0.0511,0.0443,0.0438,0.0423,0.0447,0.0458,0.049,0.0408,0.0407,0.0476,0.043,0.0432,0.0482,0.0445,0.0469,0.0434,0.0443,0.0464,0.0476,0.0392,0.0511,0.0492,0.0465,0.0435,0.0467,0.0466,0.0483,0.0465,0.046,0.0454,0.052
ENSG00000169071,0.0464,0.0438,0.0043,0.005,0.0462,0.04,0.0464,0.0481,0.0446,0.043,0.0391,0.0453,0.0482,0.0427,0.0497,0.0463,0.0505,0.0551,0.043,0.0471,0.0461,0.046,0.0416,0.0423,0.0488,0.0466,0.046,0.0459,0.0445,0.0436,0.0519,0.0465,0.0443,0.0466,0.0425,0.0475,0.0458,0.0402,0.042,0.0375,0.0429,0.0455
ENSG00000119661,0.1199,0.1785,0.2887,0.5564,0.6538,0.4543,0.4308,0.7041,0.3776,0.8057,0.6571,0.3027,0.6787,0.6554,0.7237,0.77,0.8003,0.3991,0.4055,0.7153,0.7519,0.97,0.7609,1.0082,0.7305,0.4353,0.6408,0.4112,0.3288,0.2144,0.6201,0.3099,0.4453,0.4093,0.377,0.549,0.3853,0.8394,0.4732,0.6033,0.2666,0.4299
ENSG00000135316,0.4198,0.3816,0.4677,1.1818,0.4489,0.4895,0.5746,0.3961,0.6594,0.8869,0.907,0.8718,0.9133,0.5034,0.5556,0.5267,0.5984,0.477,0.4746,0.1035,0.2004,0.7856,0.6578,0.5227,0.9587,0.2627,0.7791,0.2932,0.7402,1.2248,1.1189,0.352,0.2384,0.4647,0.2463,0.3398,0.5746,0.6342,0.465,0.6386,0.3199,0.4426
ENSG00000179523,0.4367,0.7308,0.3008,0.5573,0.5815,0.5926,0.6372,0.7184,0.4869,0.1389,0.5943,0.3722,0.4905,0.554,0.6633,0.8711,2.1852,1.1907,0.6792,0.8662,0.7023,0.807,0.3954,0.5162,0.4904,0.7001,1.0097,0.8754,1.0509,0.9388,0.7863,0.7724,0.835,0.3707,0.3051,0.3445,0.8407,0.3968,0.685,0.7888,0.4998,0.5383
ENSG00000197622,0.0967,0.1896,0.1399,0.7038,0.4839,0.2807,0.3824,0.4992,0.3715,0.6602,0.7559,0.7528,0.4852,0.483,0.6332,0.4913,0.5188,0.7289,0.458,0.3668,0.6231,0.2556,0.218,0.5816,0.6011,1.2064,0.3229,0.5226,0.6684,0.6125,0.5194,0.4582,0.262,0.4016,0.5472,0.5906,0.4182,0.4239,0.112,0.267,0.183,0.3113
ENSG00000175595,0.2127,0.2537,0.2217,0.8368,0.4051,0.2981,0.2441,0.4069,0.3986,0.7148,0.4208,0.2354,0.5459,0.3443,0.4025,0.3056,0.1464,0.2772,0.5124,0.3406,0.1803,0.1892,0.2482,0.3074,0.3161,0.3044,0.2082,0.5567,0.5162,0.2613,0.7226,0.1683,0.7333,0.8955,0.4264,0.6964,0.7438,0.7943,0.6624,0.3536,0.2078,0.2682
ENSG00000106537,0.2946,0.4628,0.7613,1.4385,0.8545,0.2767,0.5649,0.5779,0.1189,0.272,0.3902,0.9792,1.3864,0.7411,0.7244,0.4177,0.2928,0.9646,0.6891,0.6826,0.3873,0.4003,0.4154,0.7388,0.5583,0.4085,0.7728,0.341,0.3319,0.3055,0.3709,0.866,0.7064,0.7654,1.1053,1.3208,1.2633,0.9961,0.6684,0.5495,0.5145,0.8361
ENSG00000167792,0.3708,0.2875,0.2907,0.9901,0.5407,0.5538,0.3006,0.7437,0.2995,0.9974,1.1388,1.1494,0.7701,0.5229,0.3105,0.3909,0.5741,0.6991,0.4809,0.3494,0.5071,0.4647,0.417,0.4965,0.2588,0.4727,0.2656,0.5683,0.3689,0.4104,0.4931,0.9781,0.219,0.4728,0.2186,0.4089,0.2204,0.8044,0.9923,0.3952,0.3517,0.5098
ENSG00000155085,0.3105,0.3065,0.2252,0.8503,0.2894,0.2029,0.2393,0.3993,0.1264,0.9896,0.8462,0.9287,0.9055,0.4334,0.6124,0.6505,0.3426,0.3813,0.4608,0.2988,0.4723,0.9238,1.2411,0.8015,0.8401,1.4438,0.3226,0.6215,0.4669,0.1823,0.9003,0.1636,0.3227,0.4815,0.5385,0.3388,0.3775,0.3961,0.4881,0.5736,0.426,0.6054
ENSG00000106290,0.2306,0.2381,0.1198,1.1729,0.3285,0.5924,0.6613,0.3932,0.3658,0.5686,1.0081,0.5369,0.4649,0.4849,0.4398,0.1173,0.8668,0.3919,0.5589,0.6114,0.3208,0.2462,0.6978,0.1944,0.3055,0.8546,0.5073,0.4842,0.3846,0.7569,1.056,0.6092,0.529,0.4219,0.1908,0.5216,0.1685,0.3761,0.2535,0.3899,0.3117,0.4168
ENSG00000069998,0.2298,0.3901,0.2842,0.3968,0.3445,0.6746,0.7543,0.5912,0.4322,0.6014,0.577,0.586,0.4761,0.4813,0.8747,1.1759,1.2571,0.5141,0.8745,0.5572,0.523,0.2941,0.4468,0.331,0.3914,0.7405,0.0707,0.4072,0.4211,0.8759,0.329,0.7525,0.7767,0.5762,0.3505,0.1665,0.632,0.3259,0.5836,0.4949,0.4447,0.5448
ENSG00000154162,0.2369,0.2808,0.4441,0.9126,0.4968,0.4738,0.5637,0.5289,0.3161,0.375,0.7126,0.5065,0.2882,0.4806,0.3991,1.0856,1.116,0.7646,0.2693,0.7525,0.7091,0.4387,0.3368,0.4471,0.5202,0.7055,1.2131,0.3066,0.2945,0.6603,0.8679,0.3875,0.9518,0.4024,0.3602,0.3621,0.5003,0.1515,0.2859,0.5947,0.2165,0.4155
ENSG00000115170,0.2719,0.2651,0.2635,0.4173,0.4297,0.3652,0.4251,0.2722,0.3935,0.8363,1.0431,0.9777,0.6464,0.4612,0.4655,0.5537,1.0606,0.7681,0.5718,0.7811,0.577,0.5604,0.5704,0.3451,0.6513,0.3847,0.1797,0.4741,0.46,0.6348,0.4992,0.4041,0.5608,0.739,0.2985,0.5793,0.518,0.7904,0.5308,0.447,0.6044,0.5123
ENSG00000157077,0.3239,0.1394,0.3536,0.5592,0.6762,0.2447,0.3585,0.3805,0.9985,0.5299,0.277,0.6592,0.7583,0.8915,0.8724,0.7858,1.3524,0.7357,0.3705,0.6787,1.0925,0.4877,0.54,0.7281,0.7514,0.6565,0.4972,0.3497,0.5248,0.881,0.4006,0.7857,0.2769,0.4642,0.2745,0.4034,0.3045,0.3939,0.543,0.3954,0.3199,0.4017
ENSG00000172239,0.1783,0.3067,0.5121,0.4124,0.4646,0.5015,0.6576,0.2135,0.3432,0.6049,0.7295,0.7227,0.5218,0.5432,0.5638,0.3788,1.45,1.3883,1.0086,0.8366,0.5003,0.2863,0.6933,0.4691,0.2937,0.3813,0.4687,0.2526,0.1559,0.6957,0.5464,0.3869,0.4395,0.4112,0.3883,0.5641,0.2733,0.6151,0.9331,0.6033,0.3338,0.5857
ENSG00000160799,0.3502,0.372,0.1923,0.8332,0.4284,0.4562,0.4337,0.4886,0.818,0.1603,0.363,0.9395,0.6653,0.5472,0.5992,1.4128,2.7463,1.3141,1.425,0.7652,0.9371,0.2266,0.5775,0.5354,0.7801,0.6157,0.7299,0.5743,0.3731,0.9371,0.3305,0.793,0.508,0.4365,0.4483,0.4044,0.4164,0.1138,0.444,0.594,0.6322,0.6133
ENSG00000109445,0.5679,0.2617,0.2035,0.6636,0.2329,0.5334,0.2709,0.4725,0.5184,0.7078,0.4829,0.2494,0.3329,0.2329,0.4699,0.4002,0.5218,0.5412,0.5031,0.4856,0.386,0.4989,0.2815,0.1799,0.5617,0.7731,0.417,0.3392,0.6161,0.2198,0.6524,0.3035,0.6166,0.4957,0.29,0.2066,0.7866,0.3991,0.3262,0.3289,0.2713,0.4551
ENSG00000132819,0.3237,0.2959,0.293,0.8121,0.6567,0.3996,0.2085,0.3477,0.3854,0.5581,0.6624,0.7993,0.4505,0.2805,0.2826,0.3496,0.3251,0.9298,0.4617,0.7385,0.9654,0.5,0.8615,0.1057,0.5702,1.0912,1.004,0.6293,0.1224,0.2746,0.4468,0.3782,0.5245,0.4925,0.3979,0.3088,0.2597,0.8468,0.548,0.5182,0.6899,0.4564
ENSG00000164687,0.026,0.1645,0.3144,0.7319,0.2722,0.4119,0.3286,0.3641,0.3959,0.5579,0.9878,0.3763,0.4497,0.2886,0.3089,0.5349,0.4099,0.1954,0.3403,0.6931,0.2246,0.2361,0.2917,0.3482,0.2642,0.2732,0.3337,0.6909,0.7659,0.5325,0.6288,0.3274,0.3808,0.327,0.4971,0.2271,0.6408,0.3658,0.3601,0.0738,0.7607,0.8354
ENSG00000117625,0.306,0.441,0.2318,0.4379,0.1902,0.3025,0.1485,0.1292,1.0072,0.6143,0.357,0.4536,0.7039,0.5406,0.3875,0.1325,0.3614,0.2171,0.5786,0.6427,0.5433,0.4093,0.3861,0.121,0.5501,0.429,0.2761,0.2119,0.3465,1.1531,0.3794,0.637,0.1828,0.7804,0.5075,0.508,0.6692,0.0472,0.346,0.6972,1.1682,0.2882
ENSG00000198026,0.4266,0.1942,0.423,0.821,0.4716,0.326,0.4004,0.7107,0.4825,0.7228,0.4515,1.2916,0.65,0.7041,0.5379,0.3445,0.8514,0.7548,0.762,0.3495,0.8708,0.632,0.4524,0.3172,0.6814,0.7458,0.5747,1.0442,0.9898,0.5065,0.6854,0.6243,0.5021,0.1068,0.2935,0.8123,0.8092,0.393,0.8116,0.8693,0.3264,0.8338
ENSG00000137492,0.4528,0.1906,0.2761,0.4141,0.4369,0.3958,0.4335,0.3873,0.2761,0.5295,0.5817,0.7344,0.6396,0.6299,0.4267,0.1361,0.6135,0.8713,0.3867,0.5465,0.6209,0.9279,0.6113,0.6332,0.2523,0.5433,0.9746,0.2738,0.1055,0.5753,0.5858,0.5381,0.4324,0.22,0.4147,0.3599,0.215,0.519,0.6192,0.4745,0.6624,0.3751
